rank	event-type	count
1792	sympathet	13
1793	imag	13
1794	avenu	13
1795	wagonett	13
1796	sappho	13
1797	malign	13
1798	pilat	13
1799	sink	12
1800	involuntarili	12
1801	luck	12
1802	obviou	12
1803	senseless	12
1804	appli	12
1805	properli	12
1806	clasp	12
1807	compar	12
1808	born	12
1809	escort	12
1810	improp	12
1811	permiss	12
1812	built	12
1813	intimaci	12
1814	retir	12
1815	consult	12
1816	breed	12
1817	ugli	12
1818	aris	12
1819	argu	12
1820	allus	12
1821	plainli	12
1822	charg	12
1823	ironi	12
1824	throb	12
1825	raptur	12
1826	seiz	12
1827	vivid	12
1828	rough	12
1829	sauc	12
1830	classic	12
1831	silver	12
1832	sore	12
1833	thy	12
1834	rival	12
1835	horrifi	12
1836	comparison	12
1837	cordial	12
1838	enthusiast	12
1839	risen	12
1840	behavior	12
1841	delici	12
1842	exhaust	12
1843	proper	12
1844	superflu	12
1845	oppress	12
1846	twist	12
1847	toil	12
1848	tiresom	12
1849	powder	12
1850	trivial	12
1851	lodg	12
1852	screen	12
1853	har	12
1854	calv	12
1855	creak	12
1856	silli	12
1857	nerv	12
1858	articul	12
1859	solitud	12
1860	cure	12
1861	birth	12
1862	scrutin	12
1863	wore	12
1864	earlier	12
1865	regular	12
1866	divis	12
1867	revolt	12
1868	plant	12
1869	swollen	12
1870	splash	12
1871	seed	12
1872	sold	12
1873	skin	12
1874	aspen	12
1875	upward	12
1876	knock	12
1877	agreement	12
1878	katerina	12
1879	exalt	12
1880	villa	12
1881	win	12
1882	extraordinarili	12
1883	impuls	12
1884	sidewai	12
1885	imit	12
1886	petrov	12
1887	lime	12
1888	individu	12
1889	sacrament	12
1890	haycock	12
1891	demand	12
1892	merkalova	12
1893	generos	12
1894	bridegroom	12
1895	krak	12
1896	reed	12
1897	alik	11
1898	strai	11
1899	leather	11
1900	curtain	11
1901	suspect	11
1902	unfaith	11
1903	vulgar	11
1904	rustl	11
1905	boldli	11
1906	slept	11
1907	personag	11
1908	promin	11
1909	subdu	11
1910	idl	11
1911	presid	11
1912	interv	11
1913	embroid	11
1914	trifl	11
1915	philip	11
1916	gossip	11
1917	sentiment	11
1918	linon	11
1919	natalia	11
1920	director	11
1921	subtl	11
1922	tip	11
1923	penit	11
1924	cling	11
1925	trouser	11
1926	overtook	11
1927	overcom	11
1928	strip	11
1929	fork	11
1930	civil	11
1931	resum	11
1932	pure	11
1933	conflict	11
1934	armi	11
1935	mix	11
1936	shy	11
1937	reform	11
1938	chin	11
1939	militari	11
1940	amiabl	11
1941	preciou	11
1942	rail	11
1943	fret	11
1944	infidel	11
1945	reward	11
1946	forgiven	11
1947	photograph	11
1948	partner	11
1949	blade	11
1950	carpet	11
1951	jeer	11
1952	fast	11
1953	encourag	11
1954	associ	11
1955	pokrovsko	11
1956	joyfulli	11
1957	straw	11
1958	snort	11
1959	armchair	11
1960	infect	11
1961	hook	11
1962	occas	11
1963	reviv	11
1964	nai	11
1965	hidden	11
1966	helmet	11
1967	pronounc	11
1968	level	11
1969	remov	11
1970	sympath	11
1971	quicken	11
1972	stall	11
1973	talent	11
1974	imperi	11
1975	helpless	11
1976	replac	11
1977	flow	11
1978	fifteen	11
1979	delicaci	11
1980	brandi	11
1981	sportsmen	11
1982	yawn	11
1983	rake	11
1984	partit	11
1985	holidai	11
1986	comprehens	11
1987	hind	11
1988	balconi	11
1989	sweat	11
1990	chat	11
1991	ahead	11
1992	actual	11
1993	declin	11
1994	conscienti	11
1995	histori	11
1996	frock	11
1997	doctrin	11
1998	intoler	11
1999	stuck	11
2000	amount	11
2001	petti	11
2002	dishonest	11
2003	belief	11
2004	absenc	11
2005	yegor	11
2006	frenchman	11
2007	unbeliev	11
2008	kapitonitch	11
2009	tutor	11
2010	sorokina	11
2011	architect	11
2012	concert	11
2013	vorkuev	11
2014	mitya	11
2015	intrigu	10
2016	housekeep	10
2017	warn	10
2018	awak	10
2019	birthdai	10
2020	unexpectedli	10
2021	succe	10
2022	repent	10
2023	sentenc	10
2024	blow	10
2025	doubl	10
2026	fragrant	10
2027	sale	10
2028	chosen	10
2029	hypocrisi	10
2030	languag	10
2031	newspap	10
2032	li	10
2033	mill	10
2034	passeng	10
2035	repres	10
2036	petit	10
2037	assidu	10
2038	beseech	10
2039	pang	10
2040	clung	10
2041	avers	10
2042	plung	10
2043	drown	10
2044	offens	10
2045	superior	10
2046	tact	10
2047	sportsman	10
2048	hotli	10
2049	european	10
2050	manli	10
2051	gift	10
2052	furiou	10
2053	student	10
2054	rich	10
2055	arisen	10
2056	reject	10
2057	anim	10
2058	assert	10
2059	freshli	10
2060	motiv	10
2061	bold	10
2062	freeli	10
2063	brush	10
2064	grain	10
2065	reassur	10
2066	frenchwoman	10
2067	hasn	10
2068	trick	10
2069	conquer	10
2070	submit	10
2071	chees	10
2072	tuck	10
2073	supposit	10
2074	steal	10
2075	reput	10
2076	undertak	10
2077	akin	10
2078	implor	10
2079	shoe	10
2080	corp	10
2081	page	10
2082	bachelor	10
2083	unseen	10
2084	inclin	10
2085	erect	10
2086	glitter	10
2087	frigid	10
2088	throng	10
2089	footmen	10
2090	quadril	10
2091	chill	10
2092	_he_	10
2093	brillianc	10
2094	rage	10
2095	complaint	10
2096	kritski	10
2097	entertain	10
2098	shift	10
2099	length	10
2100	dazzl	10
2101	prop	10
2102	samovar	10
2103	ludicr	10
2104	chatter	10
2105	tour	10
2106	harmoni	10
2107	thank	10
2108	overtak	10
2109	trot	10
2110	sternli	10
2111	domest	10
2112	mount	10
2113	linen	10
2114	sunshin	10
2115	mirth	10
2116	autumn	10
2117	hedg	10
2118	potato	10
2119	corn	10
2120	failur	10
2121	wonderfulli	10
2122	shaft	10
2123	stung	10
2124	prize	10
2125	ambit	10
2126	chestnut	10
2127	weren	10
2128	seventeen	10
2129	provinci	10
2130	agon	10
2131	parasol	10
2132	disconcert	10
2133	spread	10
2134	heap	10
2135	solv	10
2136	sham	10
2137	peasantri	10
2138	trust	10
2139	river	10
2140	mown	10
2141	hindranc	10
2142	destroi	10
2143	calcul	10
2144	pa	10
2145	wage	10
2146	boat	10
2147	magnanim	10
2148	sang	9
2149	unlucki	9
2150	indign	9
2151	sundai	9
2152	sleek	9
2153	groom	9
2154	flown	9
2155	butter	9
2156	loos	9
2157	inspir	9
2158	unwel	9
2159	portfolio	9
2160	mock	9
2161	gymnast	9
2162	diplomat	9
2163	sharpli	9
2164	twig	9
2165	bench	9
2166	command	9
2167	dish	9
2168	shell	9
2169	brim	9
2170	savag	9
2171	store	9
2172	eyelid	9
2173	gentl	9
2174	highroad	9
2175	crime	9
2176	flatter	9
2177	hastili	9
2178	electr	9
2179	applic	9
2180	manifest	9
2181	rightli	9
2182	pattern	9
2183	eleven	9
2184	frost	9
2185	compart	9
2186	acknowledg	9
2187	flutter	9
2188	mari	9
2189	kerchief	9
2190	trai	9
2191	wive	9
2192	hush	9
2193	persist	9
2194	mist	9
2195	ballroom	9
2196	hollow	9
2197	fan	9
2198	ventur	9
2199	wrist	9
2200	intention	9
2201	summon	9
2202	beaten	9
2203	emaci	9
2204	product	9
2205	decept	9
2206	pava	9
2207	econom	9
2208	vain	9
2209	calf	9
2210	herd	9
2211	deed	9
2212	farther	9
2213	transit	9
2214	intensifi	9
2215	sheet	9
2216	pitch	9
2217	sarcast	9
2218	obstin	9
2219	flat	9
2220	taught	9
2221	concern	9
2222	adher	9
2223	readili	9
2224	strict	9
2225	grand	9
2226	exception	9
2227	crimin	9
2228	pluck	9
2229	challeng	9
2230	weep	9
2231	gaieti	9
2232	lent	9
2233	topic	9
2234	stack	9
2235	statement	9
2236	happiest	9
2237	sleepi	9
2238	choke	9
2239	bosom	9
2240	repair	9
2241	harrow	9
2242	gate	9
2243	trampl	9
2244	hoof	9
2245	ergushovo	9
2246	ignor	9
2247	economi	9
2248	crown	9
2249	leaf	9
2250	unfair	9
2251	glori	9
2252	superfici	9
2253	interfer	9
2254	plate	9
2255	immor	9
2256	bryanski	9
2257	unit	9
2258	atmospher	9
2259	motionless	9
2260	vassilievitch	9
2261	proprieti	9
2262	uncov	9
2263	solemn	9
2264	establish	9
2265	candid	9
2266	angel	9
2267	jar	9
2268	horseback	9
2269	emancip	9
2270	drench	9
2271	forgav	9
2272	desert	9
2273	legal	9
2274	correspond	9
2275	croquet	9
2276	creat	9
2277	refresh	9
2278	husbandri	9
2279	raspberri	9
2280	chalk	9
2281	trousseau	9
2282	neg	9
2283	quilt	9
2284	deserv	9
2285	katya	9
2286	_il	8
2287	idiot	8
2288	date	8
2289	silk	8
2290	sly	8
2291	pocketbook	8
2292	advoc	8
2293	prefer	8
2294	afford	8
2295	puzzl	8
2296	chilli	8
2297	root	8
2298	captain	8
2299	request	8
2300	scatter	8
2301	cheat	8
2302	humbl	8
2303	solitari	8
2304	abil	8
2305	berth	8
2306	overlook	8
2307	decorum	8
2308	stiff	8
2309	grinevitch	8
2310	sheepskin	8
2311	shyness	8
2312	minist	8
2313	complac	8
2314	nail	8
2315	plight	8
2316	modest	8
2317	pretens	8
2318	lucki	8
2319	feminin	8
2320	poetic	8
2321	literatur	8
2322	destin	8
2323	abruptli	8
2324	comment	8
2325	describ	8
2326	carv	8
2327	rumbl	8
2328	band	8
2329	tight	8
2330	resist	8
2331	mourn	8
2332	england	8
2333	conveni	8
2334	invari	8
2335	homeward	8
2336	aristocrat	8
2337	ascertain	8
2338	mutual	8
2339	condemn	8
2340	unseemli	8
2341	peculiarli	8
2342	sickli	8
2343	ideal	8
2344	fun	8
2345	warmth	8
2346	conspicu	8
2347	poison	8
2348	rank	8
2349	undress	8
2350	distant	8
2351	wrinkl	8
2352	petrovitch	8
2353	dreadfulli	8
2354	artifici	8
2355	calmer	8
2356	wink	8
2357	joy	8
2358	cream	8
2359	nake	8
2360	addit	8
2361	templ	8
2362	thread	8
2363	ador	8
2364	shock	8
2365	bone	8
2366	jerk	8
2367	burden	8
2368	plaintiv	8
2369	repos	8
2370	nasti	8
2371	deliv	8
2372	injur	8
2373	uncertain	8
2374	bestow	8
2375	snap	8
2376	keen	8
2377	dismiss	8
2378	near	8
2379	pensiv	8
2380	investig	8
2381	cavalri	8
2382	pot	8
2383	pound	8
2384	reminisc	8
2385	griev	8
2386	medit	8
2387	weighti	8
2388	scarlatina	8
2389	unjust	8
2390	cruelti	8
2391	smoothli	8
2392	latest	8
2393	wick	8
2394	fli	8
2395	foundat	8
2396	penetr	8
2397	murder	8
2398	split	8
2399	brown	8
2400	fed	8
2401	te	8
2402	pipe	8
2403	mortifi	8
2404	magnific	8
2405	salt	8
2406	type	8
2407	search	8
2408	hawk	8
2409	cautious	8
2410	appetit	8
2411	damn	8
2412	worldli	8
2413	billiard	8
2414	spectat	8
2415	simplest	8
2416	indefinit	8
2417	rider	8
2418	groan	8
2419	grant	8
2420	pari	8
2421	contrast	8
2422	expedit	8
2423	prosper	8
2424	june	8
2425	horrid	8
2426	rude	8
2427	dreari	8
2428	decent	8
2429	serf	8
2430	vaska	8
2431	slant	8
2432	borrow	8
2433	custom	8
2434	brutal	8
2435	intrust	8
2436	enviou	8
2437	shrewd	8
2438	opportun	8
2439	oppon	8
2440	larger	8
2441	incontest	8
2442	se	8
2443	ce	8
2444	conductor	8
2445	legitim	8
2446	midwif	8
2447	liveri	8
2448	tipto	8
2449	tchirikov	8
2450	lvova	8
2451	palazzo	8
2452	techniqu	8
2453	opium	8
2454	bedchamb	8
2455	toi	8
2456	whirl	8
2457	vozdvizhensko	8
2458	ballot	8
2459	miracl	8
2460	turk	8
2461	bartnyanski	8
2462	kitchen	7
2463	woke	7
2464	decant	7
2465	slipper	7
2466	mutter	7
2467	discoveri	7
2468	indulg	7
2469	insolubl	7
2470	brighten	7
2471	matrona	7
2472	strictli	7
2473	plain	7
2474	swallow	7
2475	ministri	7
2476	joyou	7
2477	pearl	7
2478	startl	7
2479	aton	7
2480	swim	7
2481	wrath	7
2482	tread	7
2483	boni	7
2484	dissip	7
2485	similar	7
2486	earthli	7
2487	subordin	7
2488	virtu	7
2489	deferenti	7
2490	judgment	7
2491	playth	7
2492	materialist	7
2493	deriv	7
2494	chime	7
2495	patron	7
2496	defens	7
2497	accomplish	7
2498	frozen	7
2499	adorn	7
2500	sacr	7
2501	breathless	7
2502	skater	7
2503	skill	7
2504	overspread	7
2505	speed	7
2506	inwardli	7
2507	preserv	7
2508	balanc	7
2509	cock	7
2510	altern	7
2511	napkin	7
2512	dozen	7
2513	at	7
2514	tonight	7
2515	significantli	7
2516	straightforward	7
2517	camp	7
2518	lone	7
2519	sacrif	7
2520	esteem	7
2521	actress	7
2522	brood	7
2523	bred	7
2524	spare	7
2525	unnot	7
2526	respectfulli	7
2527	player	7
2528	mimick	7
2529	engin	7
2530	steam	7
2531	whine	7
2532	faintli	7
2533	toss	7
2534	wise	7
2535	vast	7
2536	muddl	7
2537	album	7
2538	pretext	7
2539	hum	7
2540	straighten	7
2541	droop	7
2542	pinch	7
2543	vision	7
2544	transpar	7
2545	expos	7
2546	noiselessli	7
2547	irrepress	7
2548	thinner	7
2549	bar	7
2550	revolut	7
2551	abund	7
2552	poverti	7
2553	manuscript	7
2554	scale	7
2555	bark	7
2556	pane	7
2557	doze	7
2558	cape	7
2559	swoop	7
2560	torment	7
2561	excess	7
2562	king	7
2563	muddi	7
2564	mondai	7
2565	withdrew	7
2566	fairli	7
2567	masculin	7
2568	careless	7
2569	expound	7
2570	treatment	7
2571	remedi	7
2572	prescrib	7
2573	lili	7
2574	pat	7
2575	scold	7
2576	dishonor	7
2577	smother	7
2578	insuffer	7
2579	expenditur	7
2580	adulteri	7
2581	busili	7
2582	messag	7
2583	entreat	7
2584	waver	7
2585	curios	7
2586	foolish	7
2587	sown	7
2588	wrongli	7
2589	irrat	7
2590	calam	7
2591	emphasi	7
2592	strengthen	7
2593	unalter	7
2594	soil	7
2595	thaw	7
2596	wagon	7
2597	stifl	7
2598	suck	7
2599	reluctantli	7
2600	purchas	7
2601	ballet	7
2602	peterhof	7
2603	jockei	7
2604	bite	7
2605	thee	7
2606	melancholi	7
2607	frivol	7
2608	racer	7
2609	verifi	7
2610	kuzovlev	7
2611	fenc	7
2612	ditch	7
2613	fourth	7
2614	tug	7
2615	soak	7
2616	sludin	7
2617	beckon	7
2618	disapprov	7
2619	sport	7
2620	seri	7
2621	heavenli	7
2622	elev	7
2623	painter	7
2624	ne	7
2625	piteou	7
2626	comic	7
2627	background	7
2628	welfar	7
2629	upland	7
2630	qualif	7
2631	error	7
2632	perspir	7
2633	disinclin	7
2634	unbear	7
2635	happili	7
2636	doll	7
2637	femal	7
2638	vers	7
2639	fruit	7
2640	recent	7
2641	formal	7
2642	functionari	7
2643	irrig	7
2644	renew	7
2645	bind	7
2646	_le	7
2647	vrede	7
2648	footstep	7
2649	pose	7
2650	current	7
2651	betroth	7
2652	rock	7
2653	undoubtedli	7
2654	clearer	7
2655	facil	7
2656	victori	7
2657	recept	7
2658	bass	7
2659	nevski	7
2660	entri	7
2661	morphin	7
2662	thou	7
2663	bridal	7
2664	lectern	7
2665	studio	7
2666	filthi	7
2667	borissovna	7
2668	messeng	7
2669	il	7
2670	vou	7
2671	_mai	7
2672	_char	7
2673	banc_	7
2674	flerov	7
2675	servian	7
2676	translat	6
2677	cheerfulli	6
2678	fuss	6
2679	flirt	6
2680	upper	6
2681	cuff	6
2682	damp	6
2683	imperceptibli	6
2684	barbar	6
2685	fog	6
2686	threaten	6
2687	clog	6
2688	allud	6
2689	drift	6
2690	squar	6
2691	youngest	6
2692	harass	6
2693	falsiti	6
2694	scanti	6
2695	featur	6
2696	stiffen	6
2697	swell	6
2698	inferior	6
2699	exert	6
2700	colleagu	6
2701	disapprovingli	6
2702	adjut	6
2703	shortli	6
2704	genial	6
2705	grandeur	6
2706	piano	6
2707	audibl	6
2708	coach	6
2709	simpler	6
2710	enchant	6
2711	contemporari	6
2712	spectacl	6
2713	tore	6
2714	conjunct	6
2715	tongu	6
2716	graciou	6
2717	clank	6
2718	elderli	6
2719	ringlet	6
2720	strode	6
2721	hero	6
2722	bronz	6
2723	standstil	6
2724	fare	6
2725	program	6
2726	prompt	6
2727	list	6
2728	cravat	6
2729	bustl	6
2730	gallant	6
2731	childlik	6
2732	tver	6
2733	fearfulli	6
2734	abus	6
2735	gospel	6
2736	tragedi	6
2737	compromis	6
2738	accustom	6
2739	suitabl	6
2740	alert	6
2741	preced	6
2742	nervous	6
2743	corrupt	6
2744	machineri	6
2745	puriti	6
2746	rhythmic	6
2747	vronskaya	6
2748	insight	6
2749	energet	6
2750	butler	6
2751	unusu	6
2752	muffl	6
2753	singer	6
2754	induc	6
2755	slow	6
2756	melt	6
2757	bouquet	6
2758	thrill	6
2759	intox	6
2760	carelessli	6
2761	smaller	6
2762	newli	6
2763	gradual	6
2764	harder	6
2765	slave	6
2766	dim	6
2767	injustic	6
2768	stove	6
2769	dung	6
2770	pen	6
2771	fumbl	6
2772	repetit	6
2773	lain	6
2774	wider	6
2775	unaccustom	6
2776	shawl	6
2777	clamber	6
2778	haughti	6
2779	seltzer	6
2780	sleepless	6
2781	indubit	6
2782	displeasur	6
2783	bubbl	6
2784	unnecessari	6
2785	credit	6
2786	detain	6
2787	oil	6
2788	solid	6
2789	leap	6
2790	mournfulli	6
2791	ardent	6
2792	misunderstand	6
2793	re_	6
2794	john	6
2795	forbidden	6
2796	blot	6
2797	confront	6
2798	degrad	6
2799	fulfil	6
2800	louder	6
2801	lavish	6
2802	tooth	6
2803	renounc	6
2804	sprang	6
2805	bud	6
2806	willow	6
2807	feed	6
2808	mishka	6
2809	manur	6
2810	despond	6
2811	cob	6
2812	guidanc	6
2813	track	6
2814	keeper	6
2815	prick	6
2816	apron	6
2817	pi	6
2818	chicken	6
2819	still	6
2820	sweep	6
2821	lightn	6
2822	timber	6
2823	specul	6
2824	grave	6
2825	unbutton	6
2826	penni	6
2827	titl	6
2828	crawl	6
2829	grandfath	6
2830	nearest	6
2831	constantli	6
2832	breech	6
2833	bet	6
2834	cucumb	6
2835	mechan	6
2836	naughti	6
2837	compass	6
2838	fever	6
2839	vaniti	6
2840	gasp	6
2841	unpardon	6
2842	stagger	6
2843	stomach	6
2844	unhurt	6
2845	unchang	6
2846	suspici	6
2847	enlighten	6
2848	inquisit	6
2849	inton	6
2850	skip	6
2851	histor	6
2852	revel	6
2853	yevgenyevna	6
2854	protest	6
2855	indoor	6
2856	studious	6
2857	niec	6
2858	testament	6
2859	awkwardli	6
2860	apprehens	6
2861	vein	6
2862	infecti	6
2863	chiefli	6
2864	contradict	6
2865	tangl	6
2866	logic	6
2867	tendenc	6
2868	furnitur	6
2869	weed	6
2870	liberti	6
2871	tart	6
2872	basket	6
2873	sugar	6
2874	accent	6
2875	obscur	6
2876	bundl	6
2877	suppl	6
2878	envelop	6
2879	dawn	6
2880	extric	6
2881	trunk	6
2882	poland	6
2883	polici	6
2884	tenderli	6
2885	keenli	6
2886	ruptur	6
2887	claim	6
2888	tempt	6
2889	serfdom	6
2890	model	6
2891	sheav	6
2892	ryezunov	6
2893	promot	6
2894	moth	6
2895	revis	6
2896	deput	6
2897	sprung	6
2898	ai	6
2899	incessantli	6
2900	unbelief	6
2901	revolv	6
2902	bedsid	6
2903	creation	6
2904	infinit	6
2905	recoveri	6
2906	endless	6
2907	wax	6
2908	vouchsaf	6
2909	etern	6
2910	jew	6
2911	anni	6
2912	evolut	6
2913	enoch	6
2914	_c	6
2915	arseni	6
2916	writer	6
2917	pinc	6
2918	nez	6
2919	fantasia	6
2920	gagin	6
2921	tchetchenski	6
2922	volgarinov	6
2923	bezzubov	6
2924	situat	5
2925	springi	5
2926	twinkl	5
2927	tassel	5
2928	shave	5
2929	sad	5
2930	sprinkl	5
2931	distribut	5
2932	pencil	5
2933	conserv	5
2934	gratif	5
2935	eldest	5
2936	hool	5
2937	widow	5
2938	drawer	5
2939	_come	5
2940	slam	5
2941	relax	5
2942	unutter	5
2943	mode	5
2944	disposit	5
2945	thirdli	5
2946	hit	5
2947	prematur	5
2948	uneasili	5
2949	sixti	5
2950	medium	5
2951	ivanitch	5
2952	parliament	5
2953	wardship	5
2954	overwhelm	5
2955	boulevard	5
2956	satin	5
2957	behold	5
2958	worthless	5
2959	hasti	5
2960	fundament	5
2961	suffici	5
2962	data	5
2963	local	5
2964	deck	5
2965	vestment	5
2966	muff	5
2967	girlish	5
2968	tradit	5
2969	crash	5
2970	jolli	5
2971	unceasingli	5
2972	restaur	5
2973	turbot	5
2974	radianc	5
2975	roast	5
2976	beef	5
2977	folk	5
2978	token	5
2979	pierc	5
2980	obedi	5
2981	forese	5
2982	unworthi	5
2983	counsel	5
2984	test	5
2985	platon	5
2986	score	5
2987	curtsei	5
2988	pistol	5
2989	triumphant	5
2990	kirillovitch	5
2991	lookout	5
2992	wrathfulli	5
2993	feather	5
2994	flight	5
2995	qui	5
2996	_bell	5
2997	soeur_	5
2998	stake	5
2999	dri	5
3000	threat	5
3001	dearest	5
3002	dreamili	5
3003	strive	5
3004	poetri	5
3005	poke	5
3006	swung	5
3007	main	5
3008	hive	5
3009	chignon	5
3010	marbl	5
3011	urgent	5
3012	wreath	5
3013	luckili	5
3014	monk	5
3015	capac	5
3016	tempera	5
3017	galosh	5
3018	privileg	5
3019	exclaim	5
3020	polic	5
3021	leisur	5
3022	constitut	5
3023	commiser	5
3024	enlarg	5
3025	daydream	5
3026	mend	5
3027	ash	5
3028	everlast	5
3029	buckwheat	5
3030	snif	5
3031	wag	5
3032	sticki	5
3033	block	5
3034	twilight	5
3035	rattl	5
3036	provok	5
3037	shelter	5
3038	fro	5
3039	flicker	5
3040	hoars	5
3041	momentari	5
3042	tension	5
3043	earnest	5
3044	goal	5
3045	stress	5
3046	destini	5
3047	distort	5
3048	accid	5
3049	devoid	5
3050	kamerovski	5
3051	bravo	5
3052	boil	5
3053	duchess	5
3054	sweetmeat	5
3055	handl	5
3056	bewild	5
3057	subsid	5
3058	decor	5
3059	humbug	5
3060	e_	5
3061	farewel	5
3062	sausag	5
3063	apolog	5
3064	bodic	5
3065	footlight	5
3066	china	5
3067	cleverli	5
3068	funni	5
3069	playfulli	5
3070	murmur	5
3071	divert	5
3072	palm	5
3073	sphere	5
3074	kei	5
3075	unluckili	5
3076	smallest	5
3077	snore	5
3078	appal	5
3079	deduc	5
3080	unfold	5
3081	pool	5
3082	print	5
3083	paddock	5
3084	minutest	5
3085	chase	5
3086	implement	5
3087	spade	5
3088	fallow	5
3089	crumbl	5
3090	swamp	5
3091	stalk	5
3092	duck	5
3093	acacia	5
3094	outward	5
3095	prolong	5
3096	stuff	5
3097	sh	5
3098	silveri	5
3099	reproachfulli	5
3100	season	5
3101	sand	5
3102	cent	5
3103	discomfort	5
3104	farth	5
3105	cupboard	5
3106	amalgam	5
3107	abrupt	5
3108	feebl	5
3109	epaulet	5
3110	angl	5
3111	climb	5
3112	funer	5
3113	temporari	5
3114	tuft	5
3115	insid	5
3116	dearer	5
3117	drunken	5
3118	glossi	5
3119	belli	5
3120	dignifi	5
3121	evenli	5
3122	bitterest	5
3123	descend	5
3124	tap	5
3125	gravel	5
3126	muslin	5
3127	trial	5
3128	_la	5
3129	unbecom	5
3130	noisili	5
3131	unimport	5
3132	meek	5
3133	alin	5
3134	beer	5
3135	pitiabl	5
3136	courtesi	5
3137	garment	5
3138	darkli	5
3139	pinnacl	5
3140	wane	5
3141	andreevna	5
3142	certainti	5
3143	harvest	5
3144	dew	5
3145	st	5
3146	riddl	5
3147	chimnei	5
3148	prison	5
3149	smock	5
3150	ee	5
3151	whet	5
3152	dipper	5
3153	spoon	5
3154	hover	5
3155	mashkin	5
3156	afternoon	5
3157	uncut	5
3158	foremost	5
3159	steep	5
3160	regretfulli	5
3161	sunburnt	5
3162	sanction	5
3163	quartermast	5
3164	hen	5
3165	propens	5
3166	undertaken	5
3167	raven	5
3168	shatter	5
3169	payment	5
3170	unwil	5
3171	babe	5
3172	thunder	5
3173	absent	5
3174	toothach	5
3175	bigger	5
3176	weapon	5
3177	hug	5
3178	matrimoni	5
3179	tuesdai	5
3180	courier	5
3181	menac	5
3182	unpack	5
3183	suppli	5
3184	irregular	5
3185	code	5
3186	belov	5
3187	recognit	5
3188	tidi	5
3189	parlor	5
3190	crockeri	5
3191	assembli	5
3192	scheme	5
3193	antagonist	5
3194	eaten	5
3195	guarante	5
3196	partnership	5
3197	affirm	5
3198	antagon	5
3199	unoccupi	5
3200	theoret	5
3201	solicitor	5
3202	crook	5
3203	reduc	5
3204	ecclesiast	5
3205	defeat	5
3206	pavement	5
3207	jauntili	5
3208	buzz	5
3209	connoisseur	5
3210	telegraph	5
3211	_a	5
3212	enthusiasm	5
3213	triangl	5
3214	benedict	5
3215	anguish	5
3216	rome	5
3217	smartli	5
3218	tashkend	5
3219	beggar	5
3220	amateur	5
3221	hundredth	5
3222	choir	5
3223	troth	5
3224	divers	5
3225	imaginari	5
3226	mediaev	5
3227	fervor	5
3228	settlement	5
3229	scissor	5
3230	reliev	5
3231	fatigu	5
3232	succor	5
3233	fait	5
3234	nadinka	5
3235	patti	5
3236	scotch	5
3237	add	5
3238	mire	5
3239	tre	5
3240	reap	5
3241	fortnight	5
3242	ami	5
3243	honei	5
3244	oak	5
3245	_her_	4
3246	mlle	4
3247	barber	4
3248	pockmark	4
3249	pecuniari	4
3250	obstinaci	4
3251	unsatisfactori	4
3252	joyous	4
3253	evok	4
3254	digest	4
3255	petition	4
3256	staff	4
3257	amend	4
3258	bewilder	4
3259	contract	4
3260	round_	4
3261	viciou	4
3262	scoundrel	4
3263	horribli	4
3264	pacifi	4
3265	chum	4
3266	honesti	4
3267	aha	4
3268	defer	4
3269	doorkeep	4
3270	nikitin	4
3271	fomin	4
3272	naturedli	4
3273	shyli	4
3274	stud	4
3275	councilor	4
3276	coteri	4
3277	tailor	4
3278	accus	4
3279	concess	4
3280	phenomena	4
3281	annihil	4
3282	handwrit	4
3283	frosti	4
3284	be	4
3285	strap	4
3286	faster	4
3287	dash	4
3288	deject	4
3289	insan	4
3290	counter	4
3291	veget	4
3292	rehears	4
3293	ga	4
3294	bother	4
3295	link	4
3296	meal	4
3297	well	4
3298	cage	4
3299	bitterli	4
3300	conjectur	4
3301	kopeck	4
3302	lectur	4
3303	obei	4
3304	battl	4
3305	condescend	4
3306	pounc	4
3307	shaven	4
3308	bast	4
3309	flag	4
3310	frank	4
3311	phenomenon	4
3312	wonderingli	4
3313	wench	4
3314	rubbish	4
3315	wretched	4
3316	constant	4
3317	alien	4
3318	repel	4
3319	tediou	4
3320	jestingli	4
3321	workmen	4
3322	hiss	4
3323	total	4
3324	oblivi	4
3325	luggag	4
3326	nimbl	4
3327	sack	4
3328	lash	4
3329	lap	4
3330	instantan	4
3331	interpos	4
3332	mountain	4
3333	partial	4
3334	mirror	4
3335	civilian	4
3336	elabor	4
3337	tull	4
3338	discern	4
3339	rearrang	4
3340	furthest	4
3341	streak	4
3342	cheap	4
3343	consumpt	4
3344	valu	4
3345	munch	4
3346	disbelief	4
3347	gypsi	4
3348	hopelessli	4
3349	ignat	4
3350	restor	4
3351	satisfactori	4
3352	headach	4
3353	loung	4
3354	cushion	4
3355	ridden	4
3356	surfac	4
3357	toe	4
3358	gnaw	4
3359	bang	4
3360	stubbornli	4
3361	unhesit	4
3362	spine	4
3363	pressur	4
3364	philanthrop	4
3365	splendidli	4
3366	disagr	4
3367	fullest	4
3368	peter	4
3369	satisfactorili	4
3370	flaxen	4
3371	surnam	4
3372	costli	4
3373	outlin	4
3374	lend	4
3375	towel	4
3376	symptom	4
3377	tubercul	4
3378	permit	4
3379	soden	4
3380	quack	4
3381	union	4
3382	knack	4
3383	clench	4
3384	detest	4
3385	risk	4
3386	nilsson	4
3387	festiv	4
