rank	event-type	count
1775	monolay	6
1776	handicap	6
1777	freedom	6
1778	capillari	6
1779	transcript	6
1780	earliest	6
1781	brought	6
1782	microelectron	6
1783	desir	6
1784	percentag	6
1785	acquaint	6
1786	antarct	6
1787	winter	6
1788	photosynthesi	6
1789	attribut	6
1790	sodium	6
1791	pack	6
1792	ress	6
1793	compact	6
1794	sage	6
1795	demographi	6
1796	arizona	6
1797	anthropolog	6
1798	intellig	6
1799	plain	6
1800	rigid	6
1801	chern	6
1802	list	6
1803	superconduct	6
1804	crack	6
1805	quit	6
1806	bureau	6
1807	greenhous	6
1808	risk	6
1809	talk	6
1810	care	6
1811	matur	6
1812	otherwis	6
1813	recombin	6
1814	botan	6
1815	mutat	6
1816	counterpart	6
1817	david	6
1818	lebesgu	6
1819	kernel	6
1820	gall	6
1821	beer	6
1822	latin	6
1823	leader	6
1824	interv	6
1825	conflict	6
1826	quotient	6
1827	mobil	6
1828	sedg	6
1829	though	6
1830	pastor	6
1831	bug	6
1832	halo	6
1833	kleinian	6
1834	microvascular	6
1835	johnson	6
1836	drosophila	6
1837	tone	6
1838	degrad	6
1839	fatigu	6
1840	axon	6
1841	semigroup	6
1842	uvb	6
1843	stephen	5
1844	hawaii	5
1845	hemispher	5
1846	polymorph	5
1847	encod	5
1848	modif	5
1849	voltag	5
1850	agreement	5
1851	built	5
1852	northeastern	5
1853	escap	5
1854	computation	5
1855	rica	5
1856	brookhaven	5
1857	enough	5
1858	beach	5
1859	attach	5
1860	biodivers	5
1861	prairi	5
1862	biochem	5
1863	drawn	5
1864	french	5
1865	million	5
1866	ago	5
1867	assemblag	5
1868	bone	5
1869	secondli	5
1870	landscap	5
1871	cut	5
1872	fine	5
1873	white	5
1874	stratifi	5
1875	precipit	5
1876	carlo	5
1877	reli	5
1878	torsion	5
1879	micron	5
1880	moor	5
1881	rotat	5
1882	simplifi	5
1883	marker	5
1884	axiom	5
1885	percept	5
1886	adult	5
1887	continent	5
1888	toxic	5
1889	santa	5
1890	mit	5
1891	balanc	5
1892	assum	5
1893	virtual	5
1894	until	5
1895	broadcast	5
1896	offspr	5
1897	addition	5
1898	john	5
1899	organosulfur	5
1900	sulfid	5
1901	delai	5
1902	storag	5
1903	volcano	5
1904	degener	5
1905	interferomet	5
1906	greenland	5
1907	consumpt	5
1908	sink	5
1909	hill	5
1910	board	5
1911	thirti	5
1912	tradition	5
1913	guidelin	5
1914	mainli	5
1915	began	5
1916	muscl	5
1917	peak	5
1918	believ	5
1919	absorpt	5
1920	consum	5
1921	laplac	5
1922	workstat	5
1923	proof	5
1924	formula	5
1925	imposs	5
1926	macroscop	5
1927	plume	5
1928	encount	5
1929	store	5
1930	pilot	5
1931	satisfi	5
1932	seafloor	5
1933	poros	5
1934	princeton	5
1935	semilinear	5
1936	wherebi	5
1937	amin	5
1938	peromyscu	5
1939	mitochondri	5
1940	paul	5
1941	fuse	5
1942	ligand	5
1943	crucial	5
1944	trip	5
1945	reciproc	5
1946	adsorpt	5
1947	law	5
1948	execut	5
1949	doubli	5
1950	matroid	5
1951	instead	5
1952	cambridg	5
1953	approv	5
1954	summar	5
1955	creativ	5
1956	charleston	5
1957	mention	5
1958	astronomi	5
1959	physicist	5
1960	medic	5
1961	onr	5
1962	poorli	5
1963	plu	5
1964	viscou	5
1965	exact	5
1966	argonn	5
1967	nss	5
1968	glaciat	5
1969	leg	5
1970	homogen	5
1971	constitu	5
1972	newcom	5
1973	facet	5
1974	mississippi	5
1975	bioinorgan	5
1976	intermolecular	5
1977	difficulti	5
1978	longitudin	5
1979	angel	5
1980	alkenon	5
1981	renorm	5
1982	translat	5
1983	norwegian	5
1984	orthosi	5
1985	disord	5
1986	magneto	5
1987	impos	5
1988	hilbert	5
1989	figur	5
1990	trajectori	5
1991	machineri	5
1992	inadequ	5
1993	contamin	5
1994	onset	5
1995	extra	5
1996	incid	5
1997	irradi	5
1998	simpler	5
1999	microspher	5
2000	copolym	5
2001	constitut	5
2002	compress	5
2003	nationwid	5
2004	appreci	5
2005	rio	5
2006	encompass	5
2007	nearbi	5
2008	speciat	5
2009	slip	5
2010	mammalian	5
2011	casa	5
2012	compil	5
2013	vehicl	5
2014	transient	5
2015	pictur	5
2016	pennsylvania	5
2017	knight	5
2018	gte	5
2019	mother	5
2020	vital	5
2021	neighbor	5
2022	thought	5
2023	skelet	5
2024	ohio	5
2025	conceptu	5
2026	stoni	5
2027	brook	5
2028	cardin	5
2029	apparatu	5
2030	china	5
2031	fourth	5
2032	disciplinari	5
2033	superconductor	5
2034	exploratori	5
2035	subsist	5
2036	onto	5
2037	infect	5
2038	exert	5
2039	waveguid	5
2040	flower	5
2041	ant	5
2042	segreg	5
2043	juli	5
2044	trait	5
2045	attack	5
2046	sger	5
2047	catalyz	5
2048	norm	5
2049	wet	5
2050	elev	5
2051	orthogon	5
2052	mistleto	5
2053	pest	5
2054	quasar	5
2055	vlbi	5
2056	argentina	5
2057	francisco	5
2058	behav	5
2059	phylogeni	5
2060	routin	5
2061	swallow	5
2062	mussel	5
2063	secret	5
2064	telescop	5
2065	exogen	5
2066	bacteriochlorophyl	5
2067	chines	5
2068	ancient	5
2069	lemur	5
2070	nitrit	5
2071	amorph	5
2072	etch	5
2073	isoform	5
2074	weld	5
2075	tumor	5
2076	foliat	5
2077	hoyl	5
2078	lopez	5
2079	extinct	4
2080	avian	4
2081	determinist	4
2082	financi	4
2083	threshold	4
2084	charter	4
2085	navi	4
2086	bermuda	4
2087	vicin	4
2088	substorm	4
2089	disrupt	4
2090	spline	4
2091	becam	4
2092	obstacl	4
2093	pole	4
2094	necessarili	4
2095	photochemistri	4
2096	freshwat	4
2097	thousand	4
2098	lai	4
2099	word	4
2100	dive	4
2101	track	4
2102	zoologi	4
2103	protect	4
2104	captur	4
2105	invas	4
2106	destruct	4
2107	tamarin	4
2108	nebraska	4
2109	blumenschin	4
2110	faunal	4
2111	fauna	4
2112	diet	4
2113	seriou	4
2114	baselin	4
2115	forestri	4
2116	northeast	4
2117	clear	4
2118	older	4
2119	tail	4
2120	prevent	4
2121	hydrodynam	4
2122	ordinari	4
2123	visibl	4
2124	mont	4
2125	inelast	4
2126	dissoci	4
2127	shallow	4
2128	down	4
2129	deploy	4
2130	oscillatori	4
2131	steadi	4
2132	adsorb	4
2133	primit	4
2134	laurentian	4
2135	usag	4
2136	estuarin	4
2137	seen	4
2138	warm	4
2139	algal	4
2140	shelf	4
2141	biogen	4
2142	versu	4
2143	macro	4
2144	crystallin	4
2145	widespread	4
2146	sort	4
2147	jet	4
2148	favor	4
2149	vent	4
2150	avenu	4
2151	heterogen	4
2152	instanc	4
2153	igu	4
2154	true	4
2155	below	4
2156	signatur	4
2157	magmat	4
2158	catastroph	4
2159	confirm	4
2160	symbiont	4
2161	sarcodin	4
2162	euphot	4
2163	suspend	4
2164	curriculum	4
2165	eleven	4
2166	tsukuba	4
2167	diel	4
2168	outer	4
2169	net	4
2170	daili	4
2171	loess	4
2172	downstream	4
2173	proper	4
2174	itself	4
2175	april	4
2176	promin	4
2177	neurobiolog	4
2178	reinforc	4
2179	jicamarca	4
2180	harvard	4
2181	backbon	4
2182	quasi	4
2183	split	4
2184	curios	4
2185	gyre	4
2186	cap	4
2187	sharp	4
2188	southeast	4
2189	rod	4
2190	michl	4
2191	inert	4
2192	subunit	4
2193	hadron	4
2194	alaska	4
2195	helix	4
2196	thick	4
2197	metabol	4
2198	caribbean	4
2199	strip	4
2200	spectra	4
2201	conorm	4
2202	anomal	4
2203	quaternari	4
2204	reach	4
2205	notr	4
2206	dame	4
2207	insert	4
2208	soviet	4
2209	richard	4
2210	again	4
2211	discrimin	4
2212	strateg	4
2213	prioriti	4
2214	rydberg	4
2215	sandi	4
2216	shake	4
2217	dam	4
2218	embank	4
2219	overse	4
2220	steer	4
2221	toleranc	4
2222	quark	4
2223	prolog	4
2224	kyte	4
2225	leinen	4
2226	fossilifer	4
2227	twenti	4
2228	delin	4
2229	symposia	4
2230	frequent	4
2231	traffic	4
2232	fractur	4
2233	mark	4
2234	drift	4
2235	configur	4
2236	static	4
2237	kinemat	4
2238	pito	4
2239	topographi	4
2240	rift	4
2241	mimic	4
2242	tion	4
2243	bit	4
2244	focuss	4
2245	fee	4
2246	drill	4
2247	platform	4
2248	millston	4
2249	deliv	4
2250	mound	4
2251	internet	4
2252	satisfactori	4
2253	crystallographi	4
2254	conductor	4
2255	inhibitor	4
2256	homicid	4
2257	ultrason	4
2258	broadband	4
2259	dimer	4
2260	paleoproduct	4
2261	categor	4
2262	interrel	4
2263	subfield	4
2264	handl	4
2265	fan	4
2266	retinoid	4
2267	irv	4
2268	push	4
2269	mixer	4
2270	backscatt	4
2271	planner	4
2272	piec	4
2273	assign	4
2274	lift	4
2275	seemingli	4
2276	apart	4
2277	quarter	4
2278	border	4
2279	raman	4
2280	gase	4
2281	bromin	4
2282	iodin	4
2283	droplet	4
2284	provinc	4
2285	heurist	4
2286	freez	4
2287	atpas	4
2288	supercrit	4
2289	nucleat	4
2290	henc	4
2291	deliveri	4
2292	convolut	4
2293	permut	4
2294	symbol	4
2295	born	4
2296	isospectr	4
2297	drum	4
2298	mini	4
2299	houston	4
2300	lincoln	4
2301	culmin	4
2302	assur	4
2303	cool	4
2304	furman	4
2305	counsel	4
2306	administ	4
2307	option	4
2308	immers	4
2309	articl	4
2310	mexican	4
2311	anisotropi	4
2312	collegi	4
2313	assai	4
2314	arbitrari	4
2315	admiss	4
2316	letter	4
2317	nucleotid	4
2318	solubl	4
2319	bridg	4
2320	put	4
2321	microstructur	4
2322	tunnel	4
2323	frame	4
2324	bright	4
2325	file	4
2326	dopant	4
2327	equilibria	4
2328	audienc	4
2329	belt	4
2330	floral	4
2331	mail	4
2332	andrew	4
2333	sought	4
2334	try	4
2335	ration	4
2336	telephon	4
2337	neuron	4
2338	fungal	4
2339	proport	4
2340	urbana	4
2341	emin	4
2342	distort	4
2343	connecticut	4
2344	collid	4
2345	truong	4
2346	atlanti	4
2347	recharg	4
2348	intersect	4
2349	damp	4
2350	twig	4
2351	bias	4
2352	plot	4
2353	greer	4
2354	museum	4
2355	boron	4
2356	boran	4
2357	preferenti	4
2358	censu	4
2359	dsv	4
2360	fungu	4
2361	absolut	4
2362	poisson	4
2363	geomorph	4
2364	oak	4
2365	woodland	4
2366	peasant	4
2367	beta	4
2368	puriti	4
2369	continuum	4
2370	simplici	4
2371	sensori	4
2372	cortex	4
2373	ecuador	4
2374	alluvi	4
2375	resembl	4
2376	mushroom	4
2377	nectar	4
2378	relativist	4
2379	corn	4
2380	declin	4
2381	filtrat	4
2382	loop	4
2383	inner	4
2384	flora	4
2385	inventori	4
2386	alcohol	4
2387	tend	4
2388	ruler	4
2389	offici	4
2390	omega	4
2391	voter	4
2392	organostannan	4
2393	quadrupol	4
2394	spitsbergen	4
2395	tile	4
2396	lidar	4
2397	metatheorem	4
2398	reductas	4
2399	ecotyp	4
2400	resin	4
2401	rotello	4
2402	mema	4
2403	saharan	4
2404	ramoa	4
2405	ganglion	4
2406	tellurium	4
2407	noncontact	4
2408	forecast	4
2409	csga	4
2410	mismatch	4
2411	marsh	4
2412	boil	4
2413	murphi	4
2414	leving	4
2415	sauer	4
2416	humpback	3
2417	chicken	3
2418	nucleic	3
2419	immun	3
2420	allel	3
2421	domest	3
2422	intervent	3
2423	markov	3
2424	market	3
2425	ultra	3
2426	drive	3
2427	multichannel	3
2428	augment	3
2429	moreov	3
2430	paradigm	3
2431	boolean	3
2432	impli	3
2433	width	3
2434	duke	3
2435	scripp	3
2436	convert	3
2437	magnetospher	3
2438	upstream	3
2439	bow	3
2440	aros	3
2441	ramif	3
2442	flat	3
2443	tell	3
2444	pass	3
2445	slowli	3
2446	admit	3
2447	maryland	3
2448	photochem	3
2449	sequenti	3
2450	react	3
2451	intrins	3
2452	assimil	3
2453	offshor	3
2454	deforest	3
2455	turtl	3
2456	commonli	3
2457	spanish	3
2458	arribada	3
2459	awai	3
2460	humid	3
2461	dramat	3
2462	catch	3
2463	fly	3
2464	lion	3
2465	auspic	3
2466	unlik	3
2467	monogam	3
2468	noninvas	3
2469	similarli	3
2470	olduvai	3
2471	artifact	3
2472	hunt	3
2473	fashion	3
2474	pioneer	3
2475	inde	3
2476	viabl	3
2477	brows	3
2478	regener	3
2479	perfect	3
2480	displac	3
2481	climatolog	3
2482	press	3
2483	autonom	3
2484	phosphat	3
2485	pump	3
2486	motor	3
2487	maxima	3
2488	manifest	3
2489	safeti	3
2490	spontan	3
2491	multilay	3
2492	max	3
2493	left	3
2494	settl	3
2495	bed	3
2496	nino	3
2497	amphipod	3
2498	infest	3
2499	obviou	3
2500	axiomat	3
2501	float	3
2502	germani	3
2503	barbara	3
2504	german	3
2505	villag	3
2506	macromolecular	3
2507	gamet	3
2508	larva	3
2509	contract	3
2510	seep	3
2511	skeleton	3
2512	wit	3
2513	exactli	3
2514	denver	3
2515	ubiquit	3
2516	definit	3
2517	hyperval	3
2518	exce	3
2519	waveform	3
2520	paleomagnet	3
2521	petrolog	3
2522	dredg	3
2523	rest	3
2524	offset	3
2525	scholarship	3
2526	ferri	3
2527	oligom	3
2528	crest	3
2529	spectrometri	3
2530	endogen	3
2531	easier	3
2532	march	3
2533	mental	3
2534	grade	3
2535	realm	3
2536	huangh	3
2537	hydrograph	3
2538	puerto	3
2539	rico	3
2540	nitrif	3
2541	alumni	3
2542	uri	3
2543	southwestern	3
2544	privat	3
2545	aboard	3
2546	hopcount	3
2547	equival	3
2548	everywher	3
2549	stiff	3
2550	clone	3
2551	subsampl	3
2552	zealand	3
2553	eat	3
2554	prefer	3
2555	toler	3
2556	hlp	3
2557	recurr	3
2558	pronounc	3
2559	slow	3
2560	josef	3
2561	supersatur	3
2562	aluminum	3
2563	paid	3
2564	gaseou	3
2565	benthic	3
2566	shipboard	3
2567	pore	3
2568	northwest	3
2569	style	3
2570	esp	3
2571	ssp	3
2572	compression	3
2573	forward	3
2574	relax	3
2575	intramolecular	3
2576	juan	3
2577	fuca	3
2578	wavefront	3
2579	strictli	3
2580	readili	3
2581	newslett	3
2582	cycliz	3
2583	crystallograph	3
2584	baltic	3
2585	geologist	3
2586	duluth	3
2587	pose	3
2588	hyperplan	3
2589	surject	3
2590	furnish	3
2591	holocen	3
2592	paleoclim	3
2593	tape	3
2594	accompani	3
2595	employ	3
2596	helium	3
2597	multiphoton	3
2598	stringent	3
2599	solver	3
2600	gone	3
2601	confin	3
2602	arena	3
2603	honor	3
2604	seawat	3
2605	cosmic	3
2606	neutrino	3
2607	multiphas	3
2608	spoken	3
2609	sign	3
2610	neurolog	3
2611	anatomi	3
2612	ucla	3
2613	noaa	3
2614	administr	3
2615	vortic	3
2616	check	3
2617	sobolev	3
2618	mcintosh	3
2619	lipschitz	3
2620	northwestern	3
2621	acceler	3
2622	nasa	3
2623	dip	3
2624	intra	3
2625	fault	3
2626	angl	3
2627	interglaci	3
2628	diamet	3
2629	piston	3
2630	deplet	3
2631	intrus	3
2632	preval	3
2633	asian	3
2634	droxler	3
2635	pertain	3
2636	geochronolog	3
2637	ultraviolet	3
2638	passiv	3
2639	newli	3
2640	protocol	3
2641	telecommun	3
2642	insur	3
2643	kyr	3
2644	hopkin	3
2645	peter	3
2646	jacobi	3
2647	zinc	3
2648	steroid	3
2649	violenc	3
2650	socioeconom	3
2651	specifi	3
2652	ussr	3
2653	indigen	3
2654	conven	3
2655	summat	3
2656	queue	3
2657	bio	3
2658	tri	3
2659	rat	3
2660	thai	3
2661	esr	3
2662	peptid	3
2663	programm	3
2664	microcomput	3
2665	lan	3
2666	guarante	3
2667	reactant	3
2668	autoion	3
2669	isomer	3
2670	biomark	3
2671	walsh	3
2672	spars	3
2673	hierarchi	3
2674	donald	3
2675	faseb	3
2676	feel	3
2677	coulomb	3
2678	nuclei	3
2679	parabol	3
2680	gallium	3
2681	arsenid	3
2682	plasmon	3
2683	conjug	3
2684	newton	3
2685	aslo	3
2686	hmcu	3
2687	combust	3
2688	exhaust	3
2689	porou	3
2690	cylind	3
2691	valv	3
2692	intim	3
2693	steenrod	3
2694	besid	3
2695	cardiac	3
2696	aad	3
2697	antarctica	3
2698	conlog	3
2699	breadth	3
2700	submiss	3
2701	solidungula	3
2702	din	3
2703	ambient	3
2704	powder	3
2705	colloid	3
2706	multidimension	3
2707	height	3
2708	dbm	3
2709	semest	3
2710	fractal	3
2711	laplacian	3
2712	famou	3
2713	accommod	3
2714	planetari	3
2715	worth	3
2716	compani	3
2717	insul	3
2718	substructur	3
2719	weakli	3
2720	planar	3
2721	morn	3
2722	biotechnolog	3
2723	club	3
2724	stem	3
2725	curricula	3
2726	kentucki	3
2727	geochemistri	3
2728	mossbauer	3
2729	polariz	3
2730	ethnic	3
2731	highland	3
2732	narr	3
2733	summari	3
2734	georg	3
2735	mine	3
2736	plateau	3
2737	awar	3
2738	interferometri	3
2739	inland	3
2740	analogu	3
2741	birigid	3
2742	diagram	3
2743	gradual	3
2744	penn	3
2745	midwest	3
2746	inspir	3
2747	possess	3
2748	enthusiasm	3
2749	prospect	3
2750	fresno	3
2751	alon	3
2752	rearrang	3
2753	eros	3
2754	hispan	3
2755	belong	3
2756	afternoon	3
2757	hampshir	3
2758	pursuit	3
2759	peer	3
2760	tractabl	3
2761	paleontolog	3
2762	geomorpholog	3
2763	photorefract	3
2764	pmbb	3
2765	advic	3
2766	michael	3
2767	dissemin	3
2768	adequ	3
2769	embryo	3
2770	superior	3
2771	aerodynam	3
2772	overview	3
2773	ncsu	3
2774	electrochemistri	3
2775	infant	3
2776	brain	3
2777	seattl	3
2778	cal	3
2779	ecologist	3
2780	black	3
2781	phenol	3
2782	ampl	3
2783	arriv	3
2784	interior	3
2785	rancho	3
2786	ana	3
2787	electrophoresi	3
2788	chloroplast	3
2789	middl	3
2790	asia	3
2791	micha	3
2792	collis	3
2793	toru	3
2794	circl	3
2795	microloc	3
2796	virginia	3
2797	multitrac	3
2798	panama	3
2799	knorr	3
2800	preced	3
2801	knuckl	3
2802	locomot	3
2803	smoothli	3
2804	fixat	3
2805	outcrop	3
2806	copper	3
2807	wake	3
2808	posed	3
2809	economi	3
2810	mcvd	3
2811	novelti	3
2812	mangl	3
2813	baker	3
2814	filament	3
2815	crime	3
2816	criminolog	3
2817	wasp	3
2818	dielectr	3
2819	revers	3
2820	katok	3
2821	braid	3
2822	thurston	3
2823	hydrid	3
2824	polyhedr	3
2825	carboran	3
2826	genotyp	3
2827	substant	3
2828	hyphopodia	3
2829	colon	3
2830	questionnair	3
2831	symplect	3
2832	subset	3
2833	right	3
2834	linkag	3
2835	paru	3
2836	inornatu	3
2837	intermountain	3
2838	junip	3
2839	nomenclatur	3
2840	picosecond	3
2841	npp	3
2842	reef	3
2843	enzymat	3
2844	bernier	3
2845	successfulli	3
2846	iir	3
2847	mostli	3
2848	alder	3
2849	broadli	3
2850	livestock	3
2851	quillen	3
2852	homotopi	3
2853	valuat	3
2854	congruenc	3
2855	debat	3
2856	sector	3
2857	nonclass	3
2858	multidisciplinari	3
2859	meant	3
2860	giss	3
2861	speak	3
2862	cognit	3
2863	learner	3
2864	landform	3
2865	taxonomi	3
2866	ancestr	3
2867	mite	3
2868	patchi	3
2869	millennia	3
2870	polytop	3
2871	coastlin	3
2872	heretofor	3
2873	reward	3
2874	npr	3
2875	brazilian	3
2876	cloud	3
2877	radi	3
2878	respir	3
2879	repair	3
2880	antenna	3
2881	marsupi	3
2882	nervou	3
2883	edx	3
2884	defici	3
2885	unstructur	3
2886	mimosa	3
2887	woodi	3
2888	desert	3
2889	goe	3
2890	truli	3
2891	polit	3
2892	polycrystallin	3
2893	smith	3
2894	subspeci	3
2895	culler	3
2896	shalen	3
2897	happen	3
2898	galact	3
2899	hemodynam	3
2900	vascular	3
2901	cerebr	3
2902	interstellar	3
2903	ncar	3
2904	legal	3
2905	fals	3
2906	tin	3
2907	rank	3
2908	octupol	3
2909	boson	3
2910	proton	3
2911	imageri	3
2912	nucleu	3
2913	children	3
2914	phonon	3
2915	biomatrix	3
2916	nitrogenas	3
2917	sulfat	3
2918	vanadium	3
2919	luzulaefolia	3
2920	properli	3
2921	kjerfv	3
2922	tidal	3
2923	stm	3
2924	processor	3
2925	nrim	3
2926	diffeomorph	3
2927	note	3
2928	gravit	3
2929	phenomenolog	3
2930	alloi	3
2931	foram	3
2932	haskel	3
2933	adic	3
2934	hodg	3
2935	pdf	3
2936	gaussian	3
2937	besov	3
2938	tangenti	3
2939	immunocytochemistri	3
2940	nde	3
2941	quest	3
2942	salt	3
2943	capita	3
2944	cotyp	3
2945	tadpol	3
2946	biofilm	3
2947	par	3
2948	toda	3
2949	cvd	3
2950	bonahon	3
2951	biogeograph	2
2952	migratori	2
2953	somewhat	2
2954	histocompat	2
2955	loci	2
2956	mount	2
2957	makeup	2
2958	freeli	2
2959	presum	2
2960	viscos	2
2961	sbir	2
2962	ferroelectr	2
2963	electro	2
2964	web	2
2965	sexual	2
2966	cyanobacteria	2
2967	hattera	2
2968	sur	2
2969	melvil	2
2970	thoma	2
2971	sproul	2
2972	weatherbird	2
2973	tow	2
2974	stream	2
2975	intercompar	2
2976	magnetotail	2
2977	mesh	2
2978	unif	2
2979	zakharov	2
2980	mariano	2
2981	chan	2
2982	deliber	2
2983	synchrotron	2
2984	lose	2
2985	depress	2
2986	outcross	2
2987	selva	2
2988	boston	2
2989	owen	2
2990	retent	2
2991	longer	2
2992	likelihood	2
2993	callitrichid	2
2994	golden	2
2995	reintroduc	2
2996	synchron	2
2997	gold	2
2998	gorg	2
2999	tanzania	2
3000	specul	2
3001	dens	2
3002	spacial	2
3003	archaeologist	2
3004	reproduc	2
3005	ecophysiolog	2
3006	boost	2
3007	stratif	2
3008	jump	2
3009	sometim	2
3010	mysteri	2
3011	terrestri	2
3012	aurora	2
3013	cabl	2
3014	anti	2
3015	gof	2
3016	accid	2
3017	endotherm	2
3018	inerti	2
3019	smoother	2
3020	grid	2
3021	tor	2
3022	elus	2
3023	lookout	2
3024	bight	2
3025	occupi	2
3026	durat	2
3027	succession	2
3028	eigenfunct	2
3029	magnetohydrodynam	2
3030	theoretician	2
3031	ball	2
3032	barotrop	2
3033	rafo	2
3034	nauplii	2
3035	juvenil	2
3036	exud	2
3037	dilat	2
3038	schmidt	2
3039	friction	2
3040	wherein	2
3041	republ	2
3042	edwin	2
3043	conduc	2
3044	justifi	2
3045	multicellular	2
3046	patern	2
3047	noth	2
3048	invest	2
3049	delawar	2
3050	henlopen	2
3051	catalina	2
3052	mud	2
3053	wag	2
3054	tid	2
3055	cleavag	2
3056	nucleophil	2
3057	shot	2
3058	seismomet	2
3059	tomograph	2
3060	slower	2
3061	microearthquak	2
3062	canari	2
3063	interag	2
3064	polytechn	2
3065	montmorillonit	2
3066	screen	2
3067	cation	2
3068	monom	2
3069	haul	2
3070	entail	2
3071	basalt	2
3072	cumul	2
3073	submerg	2
3074	petrographi	2
3075	hawaiian	2
3076	euler	2
3077	lifetim	2
3078	ill	2
3079	firm	2
3080	acantharia	2
3081	polycystin	2
3082	radiolaria	2
3083	operation	2
3084	biomass	2
3085	concurr	2
3086	clearli	2
3087	inshor	2
3088	bathymetri	2
3089	doppler	2
3090	billion	2
3091	mouth	2
3092	synopt	2
3093	biogeochem	2
3094	don	2
3095	dilut	2
3096	taylor	2
3097	doherti	2
3098	defrai	2
3099	room	2
3100	adhes	2
3101	rhode	2
3102	begun	2
3103	ionosond	2
3104	internation	2
3105	faster	2
3106	shahidi	2
3107	unipot	2
3108	skin	2
3109	ultraphytoplankt	2
3110	polyphenol	2
3111	snail	2
3112	rocki	2
3113	sky	2
3114	photomet	2
3115	uncov	2
3116	kyoto	2
3117	convei	2
3118	bloom	2
3119	foraminifer	2
3120	bioturb	2
3121	manual	2
3122	rheologi	2
3123	macromolecul	2
3124	qcd	2
3125	ignor	2
3126	pauciti	2
3127	ceas	2
3128	chickade	2
3129	singli	2
3130	chromium	2
3131	inciner	2
3132	momentum	2
3133	tropospher	2
3134	orinoco	2
3135	slab	2
3136	trough	2
3137	invert	2
3138	emit	2
3139	photodissoci	2
3140	biomimet	2
3141	submarin	2
3142	cauchi	2
3143	cone	2
3144	dirichlet	2
3145	meyer	2
3146	alkaloid	2
3147	asymmetr	2
3148	mous	2
3149	outgrowth	2
3150	fresh	2
3151	purifi	2
3152	olefin	2
3153	keton	2
3154	alken	2
3155	eas	2
3156	canadian	2
3157	remark	2
3158	wherea	2
3159	sergei	2
3160	phosphoru	2
3161	immobil	2
3162	tight	2
3163	decidu	2
3164	milnor	2
3165	subspac	2
3166	shephard	2
3167	denot	2
3168	tangent	2
3169	poincar	2
3170	delet	2
3171	imbed	2
3172	technician	2
3173	employe	2
3174	congression	2
3175	clearinghous	2
3176	contractor	2
3177	quick	2
3178	programmat	2
3179	dye	2
3180	electrodynam	2
3181	continua	2
3182	truemper	2
3183	dalla	2
3184	explos	2
3185	boulder	2
3186	ambigu	2
3187	inspect	2
3188	string	2
3189	moder	2
3190	importantli	2
3191	imped	2
3192	influenti	2
3193	moss	2
3194	miami	2
3195	iselin	2
3196	calanu	2
3197	accret	2
3198	binari	2
3199	dark	2
3200	pelag	2
3201	overlook	2
3202	gpc	2
3203	juggl	2
3204	eolian	2
3205	dsdp	2
3206	xrd	2
3207	bourgain	2
3208	conn	2
3209	ninth	2
3210	naval	2
3211	forefront	2
3212	keynot	2
3213	inviscid	2
3214	incompress	2
3215	stretch	2
3216	subtl	2
3217	rough	2
3218	analyst	2
3219	vold	2
3220	clathrat	2
3221	reorient	2
3222	die	2
3223	blake	2
3224	epr	2
3225	martinez	2
3226	enorm	2
3227	lithospher	2
3228	terrain	2
3229	isostat	2
3230	compens	2
3231	mlml	2
3232	contour	2
3233	membership	2
3234	odp	2
3235	aragonit	2
3236	maldiv	2
3237	monsoon	2
3238	expedit	2
3239	diagenesi	2
3240	fabri	2
3241	perot	2
3242	equatorward	2
3243	dynamo	2
3244	cosmogen	2
3245	sondrestrom	2
3246	adjust	2
3247	ancillari	2
3248	congest	2
3249	louisiana	2
3250	consortium	2
3251	pelican	2
3252	causal	2
3253	chesapeak	2
3254	rutger	2
3255	invalu	2
3256	punish	2
3257	seldom	2
3258	intent	2
3259	heterocycl	2
3260	soft	2
3261	biotelemetri	2
3262	forag	2
3263	planet	2
3264	wildlif	2
3265	thailand	2
3266	hair	2
3267	lesson	2
3268	premier	2
3269	deploi	2
3270	drifter	2
3271	toga	2
3272	sst	2
3273	itali	2
3274	prolifer	2
3275	busi	2
3276	isdn	2
3277	interconnect	2
3278	absorb	2
3279	gabor	2
3280	universidad	2
3281	unam	2
3282	automot	2
3283	unsatur	2
3284	overli	2
3285	percol	2
3286	messag	2
3287	langmuir	2
3288	compliant	2
3289	presidenti	2
3290	arm	2
3291	absenc	2
3292	charl	2
3293	shorten	2
3294	suppress	2
3295	wedg	2
3296	saxton	2
3297	functor	2
3298	siedentop	2
3299	explicitli	2
3300	quasiperiod	2
3301	seamarc	2
3302	registr	2
3303	heterostructur	2
3304	hall	2
3305	saccharomyc	2
3306	cerevisia	2
3307	stop	2
3308	camp	2
3309	dispatch	2
3310	workload	2
3311	oppos	2
3312	coval	2
3313	norman	2
3314	sternberg	2
3315	moser	2
3316	lagrang	2
3317	roughli	2
3318	moon	2
3319	deconvolut	2
3320	retreat	2
3321	percent	2
3322	blair	2
3323	halogen	2
3324	deeper	2
3325	ware	2
3326	spiral	2
3327	semiparametr	2
3328	landau	2
3329	kam	2
3330	discord	2
3331	australia	2
3332	multitask	2
3333	semant	2
3334	asynchron	2
3335	themat	2
3336	zel	2
3337	dovich	2
3338	brief	2
3339	lowest	2
3340	harvest	2
3341	beaufort	2
3342	seal	2
3343	ultrastructur	2
3344	amino	2
